ReviewID,CustomerID,ProductID,ProductName,ReviewDate,Rating,ReviewText,SentimentScore,SentimentCategory,SentimentBucket,DetectedIssue
625,32,10,Golf Clubs,2023-02-20,5,"Great  purchase,  very    satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
626,38,11,Ski Boots,2025-12-18,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
627,18,6,Tennis Racket,2023-06-26,5,Amazing  value  for    the  price.,0.7351,Positive,0.5 to 1.0,No Issue Detected
628,22,4,Dumbbells,2025-08-30,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
629,16,20,Boxing Gloves,2024-07-28,5,Exceeded  my    expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
630,31,10,Golf Clubs,2024-08-14,4,The  quality  is    top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
631,73,12,Ice Skates,2024-10-30,4,"Good  quality,  but  could  be    cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
632,40,20,Boxing Gloves,2023-02-24,3,"Average  experience,    nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
633,52,3,Yoga Mat,2023-12-26,2,The    product  arrived  late.,0.0,Negative,0.0 to 0.49,Delivery Issue
634,27,13,Swim Goggles,2024-02-25,4,"Good  quality,  but  could  be    cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
635,85,16,Kayak,2023-02-22,3,"The  product  is  okay,  but  the  instructions  were    unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
636,37,13,Swim Goggles,2023-12-18,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
637,17,7,Basketball,2024-08-21,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
638,63,16,Kayak,2025-08-23,2,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Negative,0.0 to 0.49,Product Quality
639,14,12,Ice Skates,2024-07-07,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0,No Issue Detected
640,23,14,Cycling Helmet,2024-08-09,3,"The  product  is  okay,    but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
641,58,9,Baseball Glove,2024-01-05,1,I  had  a  bad  experience  with  this  product.,-0.5423,Negative,-1.0 to -0.5,No Issue Detected
642,53,17,Surfboard,2025-04-28,2,Disappointed  with  the  performance.,-0.4767,Negative,-0.49 to 0.0,Expectation Gap
643,89,16,Kayak,2024-01-07,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
644,97,10,Golf Clubs,2023-11-25,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
645,23,20,Boxing Gloves,2023-11-02,5,Customer  support    was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
646,75,2,Fitness Tracker,2023-10-09,5,"I    love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
647,68,2,Fitness Tracker,2023-01-03,4,Customer  support  was    very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
648,76,5,Soccer Ball,2023-03-19,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
649,8,17,Surfboard,2025-02-05,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
650,28,3,Yoga Mat,2024-11-08,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
651,38,9,Baseball Glove,2024-09-10,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
652,39,19,Hockey Stick,2025-05-06,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
653,66,16,Kayak,2025-01-14,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0,No Issue Detected
654,46,8,Football Helmet,2023-01-01,1,The  color  was  different  from  what  was  shown.,0.0,Negative,0.0 to 0.49,No Issue Detected
655,63,16,Kayak,2023-04-06,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
656,17,11,Ski Boots,2024-07-22,3,"Good  quality,    but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
657,35,11,Ski Boots,2025-10-18,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
658,3,18,Volleyball,2025-06-16,1,Not  worth  the    money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
659,29,20,Boxing Gloves,2023-03-16,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
660,62,5,Soccer Ball,2023-10-06,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
661,40,18,Volleyball,2025-09-20,2,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0,No Issue Detected
662,15,5,Soccer Ball,2025-03-24,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
663,23,10,Golf Clubs,2025-05-26,5,"Excellent  product,  highly    recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
664,31,16,Kayak,2025-08-11,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
665,99,12,Ice Skates,2024-01-03,2,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49,No Issue Detected
666,53,19,Hockey Stick,2024-05-25,3,Not    worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
667,80,14,Cycling Helmet,2024-01-08,4,The  quality    is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
668,55,4,Dumbbells,2024-04-25,5,"Excellent  product,    highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
669,19,19,Hockey Stick,2025-12-31,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
670,53,13,Swim Goggles,2024-03-31,5,The  build  quality  is    impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
671,24,5,Soccer Ball,2023-03-28,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
672,95,14,Cycling Helmet,2025-02-15,5,"Great    purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
673,74,12,Ice Skates,2025-10-16,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
674,29,1,Running Shoes,2023-08-30,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
675,24,9,Baseball Glove,2025-02-07,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
676,6,12,Ice Skates,2024-03-14,5,The  build  quality  is    impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
677,6,17,Surfboard,2024-03-29,4,Five    stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
678,49,9,Baseball Glove,2025-05-19,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
679,10,8,Football Helmet,2025-09-29,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
680,60,20,Boxing Gloves,2025-06-12,4,Exceeded  my    expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
681,48,16,Kayak,2024-03-21,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
682,80,11,Ski Boots,2023-01-05,1,"Not  satisfied,  the  product  broke  after  a  week.",-0.6288,Negative,-1.0 to -0.5,Performance Issue
683,22,10,Golf Clubs,2025-04-06,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
684,92,12,Ice Skates,2025-01-12,2,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49,No Issue Detected
685,86,14,Cycling Helmet,2024-03-22,1,The  color  was  different  from  what  was  shown.,0.0,Negative,0.0 to 0.49,No Issue Detected
686,31,17,Surfboard,2023-05-09,5,"I    love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
687,86,17,Surfboard,2023-07-16,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
688,32,12,Ice Skates,2025-07-07,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
689,34,16,Kayak,2025-04-23,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
690,61,19,Hockey Stick,2023-10-11,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
691,40,7,Basketball,2024-07-27,3,Five  stars  for  the  quick  delivery.,0.0,Neutral,0.0 to 0.49,Delivery Issue
692,64,10,Golf Clubs,2023-12-22,3,Not  worth  the    money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
693,58,10,Golf Clubs,2023-08-31,5,The  build  quality  is    impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
694,27,13,Swim Goggles,2024-07-05,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
695,13,14,Cycling Helmet,2023-09-15,4,Customer  support    was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
696,48,11,Ski Boots,2023-10-07,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
697,13,7,Basketball,2024-09-21,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
698,4,18,Volleyball,2023-06-28,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
699,42,19,Hockey Stick,2023-01-30,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
700,14,2,Fitness Tracker,2023-11-23,4,"I    love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
701,68,4,Dumbbells,2023-01-02,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
702,92,3,Yoga Mat,2025-02-06,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
703,3,16,Kayak,2024-04-17,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
704,8,20,Boxing Gloves,2024-09-26,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
705,88,11,Ski Boots,2025-05-25,5,Exceeded    my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
706,75,5,Soccer Ball,2024-01-03,5,Exceeded  my    expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
707,96,16,Kayak,2024-08-08,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
708,70,17,Surfboard,2024-01-20,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
709,1,16,Kayak,2023-02-25,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
710,88,7,Basketball,2025-09-26,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
711,39,12,Ice Skates,2023-12-07,5,"Excellent    product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
712,53,17,Surfboard,2024-09-17,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
713,55,12,Ice Skates,2024-12-12,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
714,76,2,Fitness Tracker,2023-01-11,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
715,13,2,Fitness Tracker,2024-03-26,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
716,64,2,Fitness Tracker,2023-08-12,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
717,82,1,Running Shoes,2025-03-07,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
718,30,20,Boxing Gloves,2023-05-19,1,"Terrible  customer  service,  would  not  buy  again.",-0.4767,Negative,-0.49 to 0.0,No Issue Detected
719,24,4,Dumbbells,2025-12-03,2,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Negative,-0.49 to 0.0,No Issue Detected
720,41,4,Dumbbells,2025-08-05,5,Shipping  was  fast  and  the  item  was    well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
721,4,15,Climbing Rope,2024-09-25,2,Not    worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
722,68,16,Kayak,2025-10-14,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
723,84,7,Basketball,2023-11-22,2,The  product  arrived  late.,0.0,Negative,0.0 to 0.49,Delivery Issue
724,31,3,Yoga Mat,2024-01-21,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
725,13,6,Tennis Racket,2025-09-30,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
726,33,20,Boxing Gloves,2024-10-16,5,Customer  support  was    very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
727,39,1,Running Shoes,2025-09-24,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
728,30,1,Running Shoes,2024-08-23,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
729,99,9,Baseball Glove,2023-03-17,1,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
730,67,6,Tennis Racket,2025-01-15,4,The  quality  is    top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
731,4,7,Basketball,2023-07-13,5,The  build    quality  is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
732,56,20,Boxing Gloves,2025-03-02,4,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
733,75,13,Swim Goggles,2024-11-07,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
734,63,2,Fitness Tracker,2024-03-10,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
735,22,15,Climbing Rope,2024-03-02,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
736,72,6,Tennis Racket,2023-10-17,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
737,45,15,Climbing Rope,2023-10-11,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
738,3,12,Ice Skates,2025-08-22,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
739,70,18,Volleyball,2023-07-05,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
740,33,5,Soccer Ball,2025-02-05,2,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Negative,0.0 to 0.49,Product Quality
741,3,9,Baseball Glove,2025-05-24,3,Not    worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
742,84,7,Basketball,2025-03-03,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
743,89,3,Yoga Mat,2023-05-15,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
744,63,19,Hockey Stick,2023-03-31,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
745,85,12,Ice Skates,2024-05-17,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
746,24,13,Swim Goggles,2024-03-28,5,"I  love    this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
747,84,1,Running Shoes,2023-04-27,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
748,100,13,Swim Goggles,2025-09-15,3,"Great  purchase,    very  satisfied.",0.8016,Mixed Positive,0.5 to 1.0,No Issue Detected
749,64,13,Swim Goggles,2025-06-28,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
750,3,5,Soccer Ball,2024-06-20,4,The    quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
751,58,17,Surfboard,2025-07-11,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
752,7,12,Ice Skates,2024-10-11,1,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
753,94,4,Dumbbells,2023-01-29,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
754,55,11,Ski Boots,2025-07-11,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
755,27,15,Climbing Rope,2024-03-31,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
756,94,8,Football Helmet,2025-03-25,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
757,8,13,Swim Goggles,2023-09-27,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
758,53,1,Running Shoes,2024-05-23,2,"Average  experience,  nothing    special.",-0.3089,Negative,-0.49 to 0.0,No Issue Detected
759,21,16,Kayak,2024-12-13,2,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49,No Issue Detected
760,100,5,Soccer Ball,2025-12-18,3,Not    worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
761,49,16,Kayak,2025-03-17,3,Customer  support  was  very  helpful.,0.6997,Mixed Positive,0.5 to 1.0,Customer Service
762,39,13,Swim Goggles,2025-05-31,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
763,54,16,Kayak,2023-08-16,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
764,84,11,Ski Boots,2024-07-08,1,"Terrible  customer  service,  would  not  buy  again.",-0.4767,Negative,-0.49 to 0.0,No Issue Detected
765,74,18,Volleyball,2024-12-11,1,Disappointed  with  the  performance.,-0.4767,Negative,-0.49 to 0.0,Expectation Gap
766,83,7,Basketball,2025-07-31,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
767,48,11,Ski Boots,2023-10-09,5,Exceeded    my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
768,24,16,Kayak,2023-02-18,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
769,77,7,Basketball,2024-09-02,5,"Excellent  product,    highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
770,52,1,Running Shoes,2025-02-02,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
771,32,12,Ice Skates,2025-03-21,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
772,62,4,Dumbbells,2023-09-13,4,Five    stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
773,17,14,Cycling Helmet,2024-06-21,2,Disappointed  with  the  performance.,-0.4767,Negative,-0.49 to 0.0,Expectation Gap
774,46,6,Tennis Racket,2025-12-10,5,"Great  purchase,    very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
775,13,16,Kayak,2025-08-31,4,"Great  purchase,  very    satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
776,17,13,Swim Goggles,2023-01-12,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
777,81,6,Tennis Racket,2024-02-14,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
778,97,7,Basketball,2025-06-11,5,The  quality  is    top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
779,66,17,Surfboard,2025-05-25,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
780,83,1,Running Shoes,2025-10-23,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
781,68,13,Swim Goggles,2024-06-06,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
782,25,3,Yoga Mat,2024-08-19,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
783,21,18,Volleyball,2024-11-30,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
784,22,16,Kayak,2024-12-09,2,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Negative,-0.49 to 0.0,No Issue Detected
785,9,10,Golf Clubs,2025-10-11,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
786,37,13,Swim Goggles,2025-07-29,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
787,59,5,Soccer Ball,2024-08-08,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
788,83,15,Climbing Rope,2025-05-16,3,Customer  support  was    very  helpful.,0.6997,Mixed Positive,0.5 to 1.0,Customer Service
789,7,17,Surfboard,2023-04-08,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0,No Issue Detected
790,73,9,Baseball Glove,2024-06-08,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
791,11,18,Volleyball,2023-06-27,3,"Average  experience,  nothing    special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
792,88,14,Cycling Helmet,2023-07-29,3,"The  product  is    okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
793,53,7,Basketball,2025-05-21,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
794,24,17,Surfboard,2024-12-03,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
795,4,14,Cycling Helmet,2024-12-16,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
796,27,17,Surfboard,2025-02-27,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
797,68,19,Hockey Stick,2025-02-22,5,The  quality  is    top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
798,95,13,Swim Goggles,2023-08-22,2,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0,No Issue Detected
799,96,9,Baseball Glove,2025-07-17,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
800,74,8,Football Helmet,2024-05-23,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
801,36,10,Golf Clubs,2023-01-09,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
802,12,16,Kayak,2023-03-04,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
803,6,11,Ski Boots,2023-09-22,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
804,16,8,Football Helmet,2025-09-22,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
805,76,20,Boxing Gloves,2024-10-28,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
806,18,9,Baseball Glove,2023-08-28,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
807,68,8,Football Helmet,2025-03-06,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
808,49,6,Tennis Racket,2025-12-12,3,"Good  quality,  but  could  be    cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
809,37,17,Surfboard,2023-08-20,2,Product  did  not  meet  my    expectations.,0.0,Negative,0.0 to 0.49,No Issue Detected
810,56,2,Fitness Tracker,2025-06-24,2,Disappointed  with  the  performance.,-0.4767,Negative,-0.49 to 0.0,Expectation Gap
811,10,2,Fitness Tracker,2024-01-28,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
812,80,20,Boxing Gloves,2025-04-19,4,"I  love  this  product,  will    buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
813,58,15,Climbing Rope,2024-03-28,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
814,93,3,Yoga Mat,2024-10-28,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
815,72,6,Tennis Racket,2025-11-19,1,I  had  a  bad  experience    with  this  product.,-0.5423,Negative,-1.0 to -0.5,No Issue Detected
816,91,1,Running Shoes,2024-01-11,4,"Great  purchase,    very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
817,6,15,Climbing Rope,2024-11-17,3,Five  stars  for  the  quick  delivery.,0.0,Neutral,0.0 to 0.49,Delivery Issue
818,55,20,Boxing Gloves,2023-12-11,3,"Average  experience,  nothing    special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
819,20,15,Climbing Rope,2024-05-12,4,Shipping  was  fast  and  the  item    was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
820,47,19,Hockey Stick,2023-04-10,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
821,98,12,Ice Skates,2025-10-19,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
822,47,15,Climbing Rope,2023-01-28,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
823,59,14,Cycling Helmet,2024-09-29,5,Five    stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
824,77,13,Swim Goggles,2024-07-30,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
825,21,18,Volleyball,2023-01-10,1,"Not  satisfied,  the  product  broke  after  a  week.",-0.6288,Negative,-1.0 to -0.5,Performance Issue
826,8,11,Ski Boots,2024-10-29,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
827,84,18,Volleyball,2025-04-05,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
828,53,20,Boxing Gloves,2025-02-28,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
829,31,9,Baseball Glove,2023-05-17,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
830,61,19,Hockey Stick,2025-07-23,2,"Average  experience,  nothing    special.",-0.3089,Negative,-0.49 to 0.0,No Issue Detected
831,48,17,Surfboard,2025-08-30,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
832,44,17,Surfboard,2024-04-23,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
